"beer_id"	"beer_name"	"brewer_name"	"beer_style"	"distribution"	"brewery_location"	"commercial_desc"	"RATINGS: "	"MEAN (/5)"	"WEIGHTED AVG"	"EST. CALORIES"	"ABV (%)"	"IBU"	"SCORE"	"AROMA (/10)"	"APPEARANCE(/5)"	"TASTE(/10)"	"PALATE(/5)"	"OVERALL(/20)"	"reviewer_name"	"review_location"	"review_date"	"review_content"
"2"	"Quest Ellida IPA"	"Quest Brewing Co."	"India Pale Ale (IPA)"	"Regional Distribution"	"Greenville , South Carolina USA"	"This west coast style IPA is our tribute to Norse and their quests and adventures. ELLIDA was a legendary magic dragon ship also known as the first ship of the north. This Viking ale is brewed with loads of hops and balanced out with 5 varieties of malts. Local malt from Riverbend Malthouse is used to add to the flavor complexity."	15.000	3.460	3.350	207.000	6.900	82.000	"3.5"	7.000	3.000	7.000	4.000	14.000	"Suttree"	"Knoxville, Tennessee, USA "	"JUL 27, 2015"	"Copper, with a huge head. Smells really clean and grassy, with a nice hoppy aroma. Taste is a bit of toasty malt at first, then piney hops. Nothing too fancy here, but well made and tasty. "
"2"	"Quest Ellida IPA"	"Quest Brewing Co."	"India Pale Ale (IPA)"	"Regional Distribution"	"Greenville , South Carolina USA"	"This west coast style IPA is our tribute to Norse and their quests and adventures. ELLIDA was a legendary magic dragon ship also known as the first ship of the north. This Viking ale is brewed with loads of hops and balanced out with 5 varieties of malts. Local malt from Riverbend Malthouse is used to add to the flavor complexity."	15.000	3.460	3.350	207.000	6.900	82.000	"3.3"	6.000	4.000	7.000	3.000	13.000	"DrinkinWell"	""	"MAY 15, 2015"	"Pours a clear coppery yellow, heavy lacing. Pine and citrus aromas. Heavy dose of hoppy bitterness all the way through; some resin and pine, hints of lemon and grapefruit. Sure to please hopheads in the Greenville area. "
"2"	"Quest Ellida IPA"	"Quest Brewing Co."	"India Pale Ale (IPA)"	"Regional Distribution"	"Greenville , South Carolina USA"	"This west coast style IPA is our tribute to Norse and their quests and adventures. ELLIDA was a legendary magic dragon ship also known as the first ship of the north. This Viking ale is brewed with loads of hops and balanced out with 5 varieties of malts. Local malt from Riverbend Malthouse is used to add to the flavor complexity."	15.000	3.460	3.350	207.000	6.900	82.000	"3.2"	6.000	4.000	6.000	4.000	12.000	"Theydon_Bois"	"Tourist Town (West), Berkshire, ENGLAND "	"MAR 15, 2015"	"Keg at Craft Conundrum, Charleston, 18/02/15. Lightly hazed golden orange with a moderate off white covering. Nose is bitter orange, melon, caramel, straw, light bread dough. Taste comprises citric pith, toasted malt, bread, orange peel, lemon rind. Medium bodied, fine carbonation, semi drying close with a touch of hop bitterness. Lower end of the IPA spectrum. "
"2"	"Quest Ellida IPA"	"Quest Brewing Co."	"India Pale Ale (IPA)"	"Regional Distribution"	"Greenville , South Carolina USA"	"This west coast style IPA is our tribute to Norse and their quests and adventures. ELLIDA was a legendary magic dragon ship also known as the first ship of the north. This Viking ale is brewed with loads of hops and balanced out with 5 varieties of malts. Local malt from Riverbend Malthouse is used to add to the flavor complexity."	15.000	3.460	3.350	207.000	6.900	82.000	"3.5"	7.000	4.000	7.000	3.000	14.000	"woodychevy"	""	"DEC 6, 2014 "	"On tap at Thirsty Monk Biltmore Park. Sort of disappointing. Was expecting more based on description and hop overload that went into this one. Pours dark golden, somewhat hazy. All the IPA flavors I would expect are there- citrus, pine and tropical notes but balance is off. Too much earthiness (not the good kind) and vegetal notes. Maybe weird notes from different malts? Somewhat muddled. Appropriately bitter finish. So close to being really, really good but not quite there. Underachiever. "
"2"	"Quest Ellida IPA"	"Quest Brewing Co."	"India Pale Ale (IPA)"	"Regional Distribution"	"Greenville , South Carolina USA"	"This west coast style IPA is our tribute to Norse and their quests and adventures. ELLIDA was a legendary magic dragon ship also known as the first ship of the north. This Viking ale is brewed with loads of hops and balanced out with 5 varieties of malts. Local malt from Riverbend Malthouse is used to add to the flavor complexity."	15.000	3.460	3.350	207.000	6.900	82.000	"3.3"	6.000	3.000	7.000	4.000	13.000	"rosenbergh"	"Tampere, FINLAND "	"OCT 23, 2014"	"Draught at the Quest, Greenville, SC. Hazy brown dark golden colour with a tiny white head. The aroma is a bit strange with vegetables, hoppy bitterness, mild yeast and malt. The flavour is yeast, dark resiny hoppy bitterness and malt. A bit messy and unbalanced. ---Rated via Beer Buddy for iPhone "
"2"	"Quest Ellida IPA"	"Quest Brewing Co."	"India Pale Ale (IPA)"	"Regional Distribution"	"Greenville , South Carolina USA"	"This west coast style IPA is our tribute to Norse and their quests and adventures. ELLIDA was a legendary magic dragon ship also known as the first ship of the north. This Viking ale is brewed with loads of hops and balanced out with 5 varieties of malts. Local malt from Riverbend Malthouse is used to add to the flavor complexity."	15.000	3.460	3.350	207.000	6.900	82.000	"3.8"	7.000	5.000	7.000	5.000	14.000	"DrinkEmUpJones"	"Georgia, USA "	"OCT 22, 2014"	"Hazy gold, white lacing. Wet earth on the nose and strong earthy hop flavors on a full-bodied palate. Spot on for a west coast IPA. "
"2"	"Quest Ellida IPA"	"Quest Brewing Co."	"India Pale Ale (IPA)"	"Regional Distribution"	"Greenville , South Carolina USA"	"This west coast style IPA is our tribute to Norse and their quests and adventures. ELLIDA was a legendary magic dragon ship also known as the first ship of the north. This Viking ale is brewed with loads of hops and balanced out with 5 varieties of malts. Local malt from Riverbend Malthouse is used to add to the flavor complexity."	15.000	3.460	3.350	207.000	6.900	82.000	"3.6"	8.000	3.000	7.000	4.000	14.000	"decaturstevo"	"decatur, Tennessee, USA "	"SEP 24, 2014"	"Hazy gold pour with off white head and lace. Aroma is dominated by citrus hops and some caramel malt undertones. Sweet caramel malt with a touch of fruity esters and a good citrus bitter. Medium bodied with good carbonation. "
"2"	"Quest Ellida IPA"	"Quest Brewing Co."	"India Pale Ale (IPA)"	"Regional Distribution"	"Greenville , South Carolina USA"	"This west coast style IPA is our tribute to Norse and their quests and adventures. ELLIDA was a legendary magic dragon ship also known as the first ship of the north. This Viking ale is brewed with loads of hops and balanced out with 5 varieties of malts. Local malt from Riverbend Malthouse is used to add to the flavor complexity."	15.000	3.460	3.350	207.000	6.900	82.000	"3.1"	7.000	3.000	6.000	3.000	12.000	"jdb288"	"Robbinsville, New Jersey, USA "	"AUG 5, 2014 "	"Draft. Pours amber with decent white creamy head. Aroma is pine/spruce, bread dough, lemon, tangerine. Taste is light/med body with some lingering hop bitterness. Malt variety adds a nice complexity. Overall, decent. "
"2"	"Quest Ellida IPA"	"Quest Brewing Co."	"India Pale Ale (IPA)"	"Regional Distribution"	"Greenville , South Carolina USA"	"This west coast style IPA is our tribute to Norse and their quests and adventures. ELLIDA was a legendary magic dragon ship also known as the first ship of the north. This Viking ale is brewed with loads of hops and balanced out with 5 varieties of malts. Local malt from Riverbend Malthouse is used to add to the flavor complexity."	15.000	3.460	3.350	207.000	6.900	82.000	"2.9"	7.000	3.000	7.000	3.000	9.000	"Busick"	"Lake Wylie, South Carolina, USA "	"JUL 7, 2014 "	"A decent IPA from a local brewery. Nothing really stood out to make this beer memorable. "
"2"	"Quest Ellida IPA"	"Quest Brewing Co."	"India Pale Ale (IPA)"	"Regional Distribution"	"Greenville , South Carolina USA"	"This west coast style IPA is our tribute to Norse and their quests and adventures. ELLIDA was a legendary magic dragon ship also known as the first ship of the north. This Viking ale is brewed with loads of hops and balanced out with 5 varieties of malts. Local malt from Riverbend Malthouse is used to add to the flavor complexity."	15.000	3.460	3.350	207.000	6.900	82.000	"3.4"	7.000	4.000	7.000	3.000	13.000	"jbruner"	"Athens, Georgia, USA "	"JUL 4, 2014 "	"Pours a slightly hazy golden brown on tap with thin white head that leaves good lace. Aroma is big on the piney west coast hops, earthy and floral. Taste follows, medium bitterness, just barely a hint of pale malt. Solid, but nothing special."
"3"	"Milwaukee Brewing Hop Freak"	"Milwaukee Brewing Company"	"Imperial IPA"	"Regional Distribution"	"Milwaukee , Wisconsin USA"	"Herb-in legend is our series of adventure brews. A collaboration with Milwaukee's Rishi Tea, this IPA is infused with organic jasmine tea, lending it a sweet, floral aroma, Strong citrus notes come form a generous amount of American hops. Hop Freak was born big and bitter but a subtle malt bill adds balance to this beast"	44.000	""	3.430	261.000	8.700	""	"3.6"	7.000	3.000	8.000	3.000	15.000	"wilnatp"	"Minnesota, USA "	"JUL 27, 2015"	"Tap. Pour is only slightly hazy. Nose is floral and hints of tea and sweet citrus. Taste is balanced with enough malt to not burn out the palate. Slightly dry finish. "
"3"	"Milwaukee Brewing Hop Freak"	"Milwaukee Brewing Company"	"Imperial IPA"	"Regional Distribution"	"Milwaukee , Wisconsin USA"	"Herb-in legend is our series of adventure brews. A collaboration with Milwaukee's Rishi Tea, this IPA is infused with organic jasmine tea, lending it a sweet, floral aroma, Strong citrus notes come form a generous amount of American hops. Hop Freak was born big and bitter but a subtle malt bill adds balance to this beast"	44.000	""	3.430	261.000	8.700	""	"3.4"	7.000	3.000	7.000	3.000	14.000	"Nsanders"	"St Paul, Minnesota, USA "	"JUL 26, 2015"	"16 oz can. Amber with a decent sized off-white head. Mango, caramel, little grassy, and hay. Tastes like it smells. Body is medium with a foamy feel. "
"3"	"Milwaukee Brewing Hop Freak"	"Milwaukee Brewing Company"	"Imperial IPA"	"Regional Distribution"	"Milwaukee , Wisconsin USA"	"Herb-in legend is our series of adventure brews. A collaboration with Milwaukee's Rishi Tea, this IPA is infused with organic jasmine tea, lending it a sweet, floral aroma, Strong citrus notes come form a generous amount of American hops. Hop Freak was born big and bitter but a subtle malt bill adds balance to this beast"	44.000	""	3.430	261.000	8.700	""	"2.9"	6.000	3.000	4.000	4.000	12.000	"olr1984"	"fort wayne, Indiana, USA "	"MAY 28, 2015"	"16oz can pours a dark orange with a large off white head. some tropical fruit and a light tea finish "
"3"	"Milwaukee Brewing Hop Freak"	"Milwaukee Brewing Company"	"Imperial IPA"	"Regional Distribution"	"Milwaukee , Wisconsin USA"	"Herb-in legend is our series of adventure brews. A collaboration with Milwaukee's Rishi Tea, this IPA is infused with organic jasmine tea, lending it a sweet, floral aroma, Strong citrus notes come form a generous amount of American hops. Hop Freak was born big and bitter but a subtle malt bill adds balance to this beast"	44.000	""	3.430	261.000	8.700	""	"3.7"	7.000	3.000	7.000	3.000	17.000	"kaser"	"Chicago, Illinois, USA "	"APR 13, 2015"	"Bright orange poured from 16oz can at home from my pal Chad. Pleasant orange and fruit taste. Good hops - mild bitterness. Smooth and poundable. Grapefruit and tropical. Yum! "
"3"	"Milwaukee Brewing Hop Freak"	"Milwaukee Brewing Company"	"Imperial IPA"	"Regional Distribution"	"Milwaukee , Wisconsin USA"	"Herb-in legend is our series of adventure brews. A collaboration with Milwaukee's Rishi Tea, this IPA is infused with organic jasmine tea, lending it a sweet, floral aroma, Strong citrus notes come form a generous amount of American hops. Hop Freak was born big and bitter but a subtle malt bill adds balance to this beast"	44.000	""	3.430	261.000	8.700	""	"3.7"	8.000	4.000	7.000	3.000	15.000	"fidelis83"	"Clinton, Iowa, USA "	"APR 9, 2015 "	"Pint can thanks to joshmcg000. Hazy copper pour with a two finger, creamy off white head. Aroma is caramel, crystal malts, floral tea, sweet citrus and a little biscuit. Flavor is sweet crystal and toasty malt up front, some biscuit, strong, pale caramel, herbal and floral tea. Medium body, syrupy, chewy entry, medium, but quite sharp carbonation, finishing with a dry, slightly boozy feel with a medium to heavy hop acid bite. Good stuff overall, the tea is noticeable and works pretty well, the crystal malts, not as much. "
"3"	"Milwaukee Brewing Hop Freak"	"Milwaukee Brewing Company"	"Imperial IPA"	"Regional Distribution"	"Milwaukee , Wisconsin USA"	"Herb-in legend is our series of adventure brews. A collaboration with Milwaukee's Rishi Tea, this IPA is infused with organic jasmine tea, lending it a sweet, floral aroma, Strong citrus notes come form a generous amount of American hops. Hop Freak was born big and bitter but a subtle malt bill adds balance to this beast"	44.000	""	3.430	261.000	8.700	""	"3.4"	6.000	3.000	7.000	3.000	15.000	"BrewHaMeister"	""	"MAR 7, 2015 "	"Can poured right down my gullet at a Minneapolis dive bar. Aromas of citrus, dankness, and floral something. Flavor is medium but lingering bitter. Not bad. "
"3"	"Milwaukee Brewing Hop Freak"	"Milwaukee Brewing Company"	"Imperial IPA"	"Regional Distribution"	"Milwaukee , Wisconsin USA"	"Herb-in legend is our series of adventure brews. A collaboration with Milwaukee's Rishi Tea, this IPA is infused with organic jasmine tea, lending it a sweet, floral aroma, Strong citrus notes come form a generous amount of American hops. Hop Freak was born big and bitter but a subtle malt bill adds balance to this beast"	44.000	""	3.430	261.000	8.700	""	"3.4"	6.000	4.000	7.000	4.000	13.000	"GranvilleTim"	"Granville, Illinois, USA "	"FEB 24, 2015"	"Yellow orange pour with a light beige head. Aroma is fruity hops. Taste is very hoppy, sweet, nice malt base. Jasmine is subtle but present. Nice lacing. "
"3"	"Milwaukee Brewing Hop Freak"	"Milwaukee Brewing Company"	"Imperial IPA"	"Regional Distribution"	"Milwaukee , Wisconsin USA"	"Herb-in legend is our series of adventure brews. A collaboration with Milwaukee's Rishi Tea, this IPA is infused with organic jasmine tea, lending it a sweet, floral aroma, Strong citrus notes come form a generous amount of American hops. Hop Freak was born big and bitter but a subtle malt bill adds balance to this beast"	44.000	""	3.430	261.000	8.700	""	"3.5"	6.000	4.000	7.000	4.000	14.000	"dwm1034"	"Chicago, Illinois, USA "	"FEB 20, 2015"	"Poured from tall boy can at Barrique - new spot in Lake Geneva. Pours a dark amber with moderate head. Nose is mix of hops and an interesting sweet tint. Guess that comes from the infused tea. interesting mix of tea/sweetness and a fairly bitter hops. enjoyable. "
"3"	"Milwaukee Brewing Hop Freak"	"Milwaukee Brewing Company"	"Imperial IPA"	"Regional Distribution"	"Milwaukee , Wisconsin USA"	"Herb-in legend is our series of adventure brews. A collaboration with Milwaukee's Rishi Tea, this IPA is infused with organic jasmine tea, lending it a sweet, floral aroma, Strong citrus notes come form a generous amount of American hops. Hop Freak was born big and bitter but a subtle malt bill adds balance to this beast"	44.000	""	3.430	261.000	8.700	""	"3.4"	8.000	3.000	7.000	3.000	13.000	"SurlyFan85"	""	"FEB 1, 2015 "	"16 oz can poured into pint glass. Orange pour, thin white head. When I bought this I thought it was just a double ipa. The tea was a surprise. Did not enjoy at first but by the end of the 4 pack it had grown on me. A unique beer for sure! "
"3"	"Milwaukee Brewing Hop Freak"	"Milwaukee Brewing Company"	"Imperial IPA"	"Regional Distribution"	"Milwaukee , Wisconsin USA"	"Herb-in legend is our series of adventure brews. A collaboration with Milwaukee's Rishi Tea, this IPA is infused with organic jasmine tea, lending it a sweet, floral aroma, Strong citrus notes come form a generous amount of American hops. Hop Freak was born big and bitter but a subtle malt bill adds balance to this beast"	44.000	""	3.430	261.000	8.700	""	"3.5"	7.000	4.000	7.000	3.000	14.000	"deyholla"	"Minneapolis, Minnesota, USA "	"DEC 2, 2014 "	"Can. Pours a clear gold with a white head that dissipates to the edges and laces. Aroma has a combination of sweet citrus and jasmine with a bit of sweet grains underlying. Flavor is similar with more jasmine tea present and a citrus note that grows with a grain backbone."
"4"	"Moon Dog Black Lung V"	"Moon Dog Craft Brewery"	"Imperial Stout"	"distribution unknown"	"Abbotsford, Australia"	"No commercial description"	2.000	3.600	3.160	264.000	8.800	""	"3.6"	7.000	3.000	8.000	3.000	15.000	"hawthorne00"	"Melbourne, AUSTRALIA "	"JUL 27, 2015"	"Bottle. PX barrel this time. Black with a scant coat of tan head. Fudgy mocha aroma with some char and a little smoke, prunes, peppery oak. Low carbonation, rather lighter body than you might expect (hmm). There's mocha and roasted flavours but the vinous and fruity things more than hold their own. The peat is not domineering but comes through fairly strongly at the woody and slightly astringent end. Interesting. Would have liked more stout and less peat and barrel. "
"4"	"Moon Dog Black Lung V"	"Moon Dog Craft Brewery"	"Imperial Stout"	"distribution unknown"	"Abbotsford, Australia"	"No commercial description"	2.000	3.600	3.160	264.000	8.800	""	"3.6"	9.000	3.000	7.000	3.000	14.000	"Davros"	"Melbourne, AUSTRALIA "	"JUL 21, 2015"	"Pours black with a small head. Nose shows peat smoke, sweet sultana, brown sugar, woody notes and a bit of roast. Flavours include soft roast, peated malt, burnt rubber, a very soft tangy acidic note and some sultana characters."
"5"	"Le Castor Yakima IPA"	"Microbrasserie Le Castor - Le Castor Brewing Co."	"India Pale Ale (IPA)"	"Local Distribution"	"Rigaud, Canada"	"Cette bi're rend hommage aux ar'mes puissants du houblon de la c'te Ouest, cultiv' ' l'est de la cha'ne de montagnes des Cascades. Nous en ajoutons plusieurs vari't's ' diff'rentes 'tapes du brassage. Leurs ar'mes d'agrumes, accentu's par le houblonnage ' cru, viennent joyeusement 'gayer la rondeur des malts utilis's (p'le et Munich). //// This beer is a celebration of the mighty West Coast hop, grown east of the Cascade mountains. Multiple varieties are used in this ale, at several different points in the brewing process. With emphasis on late hop & dry hop additions, we serve up tropical fruit and citrus flavours & aromas on a bed of pale and Munich malt."	174.000	""	3.970	195.000	6.500	75.000	"3.6"	8.000	3.000	7.000	3.000	15.000	"Alengrin"	"BELGIUM "	"JUL 27, 2015"	"Courtesy of tderoeck. Creamy, medium thick, snow white head, hazy peach golden blonde colour. Aroma of yellow grapefruit peel, white pepper, pineapple, gooseberries, pine resin, chamomille, lime. Crisp, fruity onset, pineapple, peach, some berries, spritzy carbonation, light bready maltiness, soft and somewhat 'fluffy' mouthfeel, spicy and long hop bitterness, gentle and aromatically bittering, very floral, bit peppery and light citrussy, with some malt fruitiness lingering in the end. Very enjoyable. "
"5"	"Le Castor Yakima IPA"	"Microbrasserie Le Castor - Le Castor Brewing Co."	"India Pale Ale (IPA)"	"Local Distribution"	"Rigaud, Canada"	"Cette bi're rend hommage aux ar'mes puissants du houblon de la c'te Ouest, cultiv' ' l'est de la cha'ne de montagnes des Cascades. Nous en ajoutons plusieurs vari't's ' diff'rentes 'tapes du brassage. Leurs ar'mes d'agrumes, accentu's par le houblonnage ' cru, viennent joyeusement 'gayer la rondeur des malts utilis's (p'le et Munich). //// This beer is a celebration of the mighty West Coast hop, grown east of the Cascade mountains. Multiple varieties are used in this ale, at several different points in the brewing process. With emphasis on late hop & dry hop additions, we serve up tropical fruit and citrus flavours & aromas on a bed of pale and Munich malt."	174.000	""	3.970	195.000	6.500	75.000	"4.2"	8.000	4.000	9.000	4.000	17.000	"77ships"	"Antwerpen, BELGIUM "	"JUL 26, 2015"	"Thanks to tderoeck! 660 ml. bottle sampled. Hazy orange, white head. Citrus, lightly yeast, fruity, lightly fruity with a reasonably strong grass presence,' Mildly dry,' Quite solid & pleasant. "
"5"	"Le Castor Yakima IPA"	"Microbrasserie Le Castor - Le Castor Brewing Co."	"India Pale Ale (IPA)"	"Local Distribution"	"Rigaud, Canada"	"Cette bi're rend hommage aux ar'mes puissants du houblon de la c'te Ouest, cultiv' ' l'est de la cha'ne de montagnes des Cascades. Nous en ajoutons plusieurs vari't's ' diff'rentes 'tapes du brassage. Leurs ar'mes d'agrumes, accentu's par le houblonnage ' cru, viennent joyeusement 'gayer la rondeur des malts utilis's (p'le et Munich). //// This beer is a celebration of the mighty West Coast hop, grown east of the Cascade mountains. Multiple varieties are used in this ale, at several different points in the brewing process. With emphasis on late hop & dry hop additions, we serve up tropical fruit and citrus flavours & aromas on a bed of pale and Munich malt."	174.000	""	3.970	195.000	6.500	75.000	"3.6"	6.000	3.000	7.000	4.000	16.000	"Edevost"	"Quebec, CANADA "	"JUL 11, 2015"	"Bouteille de 660ml. Belle couleur orang'e, mousse 'paisse et persistante. Nez herbac' avec une touche de plamplemousse rose. L'g'rement malt'. C'est cr'meux, tr's agr'able en bouche, avec une attaque remplie de r'sine, on est en pleine for't conif'rienne ! Peu de fruits, mais on sent tout de m'me un brin d'agrumes juste avant la finale, qui est s'che, avec une belle amertume ronde. C'est une bi're tr's agr'able au palais, mais qui manque un peu de nez et de complexit' en bouche, ' mon avis, pour passer au rang des grandes. J'ai tout de m'me beaucoup appr'ci'. Une autre belle bi're d''t', plus corpulente que 'a soeur ISA go't'e hier. "
